mode,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,1921,0.8980564420854746,0.014911771249341087,260537.16666666663,0.05037109842929004,0.5810857618575196,0.3885885385242674,-17.04866666666665,0.05571211306790311,101.53149333333327,0.0,0.007870425850017765,2
1,1922,0.9676635628230468,0.24275445727956999,165469.74647887325,0.06303432930915522,0.7390776237764252,0.7537110378920225,-19.275281690140844,0.1532233441452731,100.88452112676056,0.5493084102116638,0.0,10
1,1923,0.9927825083384842,0.584988597133693,177942.36216216214,0.11493297227954892,0.6285887869591812,0.6154456570251242,-14.129210810810813,0.10172377367362002,114.0107297297297,0.8655655471517184,0.08060029119012133,0
1,1924,0.9698291242823115,0.4864231319471574,191046.70762711865,0.28786445072745376,1.0,0.6963437878681786,-14.231343220338989,0.09750687184121688,120.68957203389822,1.0,0.00798842529106181,10
1,1925,1.0,0.5725012034781888,184986.92446043165,0.14909509465767803,0.7109566357665178,0.7218839817483154,-14.14641366906474,0.14247959529623427,115.5219208633093,0.8530350583027922,0.03783222171381299,5
1,1926,0.5936454558367235,0.6659329894223177,156881.65747460088,0.007427337350972785,0.560239452862108,0.6666261212975828,-18.492538461538462,0.9857176831883618,109.64803265602328,0.20247553509903413,0.019680449220260708,9
1,1927,0.9644157219284919,0.8397035453813048,184993.59837398367,0.11897411424462123,0.6632516094556267,0.0,-14.422373983739831,0.14631629051406495,114.84652357723554,0.9858475614819365,0.010147798132549339,7
1,1928,0.9676971632993893,0.4303783178066664,214827.90642347344,0.0,0.8463443617650457,0.07132648354487989,-17.191982553528927,0.25133252999392786,106.77226169706591,0.40923533871312184,0.021268729272118134,1
1,1929,0.513677047175995,0.8375544352904734,168999.41281512607,0.07144532717894492,0.3517063102156215,0.7044904579390855,-16.530376050420152,1.0,110.94835714285716,0.9043751383551308,0.0030636401666672957,7
1,1930,0.9651367388571451,0.3725171443998295,195150.28534303536,0.2650235772380859,0.5940479769584309,0.5512926757655982,-12.869221413721428,0.1606053367448879,109.87119438669428,0.8330239053020679,0.01206882741897716,2
1,1931,0.8255402578531215,0.6492033570246769,171553.42546583852,0.05603059638780416,0.3627010588527807,0.615088855617732,-16.51609420289853,0.9174833331186089,109.02528157349909,0.470432485221583,0.00046014071093393265,0
1,1932,0.9638650951855785,0.5148062425191621,195749.3725099601,0.19863649884420026,0.3714339720414401,0.6679466794197141,-13.364055776892426,0.2039203786369924,115.11980079681273,0.7342974900803148,0.030876569742226027,7
1,1933,0.9155632772012658,0.559669866384356,196219.25759768448,0.15185113781455006,0.29641940471175254,0.42365064200516506,-13.06900868306802,0.09531533904015804,112.522,0.7738547141873059,0.10378223388665557,7
1,1934,0.90378269316109,0.410332357945033,189356.1262975779,0.11435223318874452,0.4599240494794537,0.4693374228718771,-14.756875432525954,0.12102118053687637,115.39084602076124,0.6310787236471317,0.017153166632989016,0
1,1935,0.7519491000622632,0.5078808518448308,220124.24703557312,0.08108220310661414,0.3705790996389807,0.6346114164612373,-15.41474967061924,0.6913412802870448,110.66795652173931,0.5845705332442771,0.020893156652277017,7
1,1936,0.7437712693254236,0.5155529795659697,220809.1863636364,0.2119764732920695,0.4258334685700005,0.55262145641559,-14.612999090909067,0.521500898528859,109.88875454545445,0.6495699232170339,0.07586594734238326,10
1,1937,0.8691606518309569,0.45863868619658643,223216.5585996956,0.21758963828432534,0.5496163858869075,0.5998599836737011,-13.11514307458143,0.0829672265999219,115.2632222222222,0.7259624942914611,0.04895781220472282,7
1,1938,0.9416614377888334,0.23534125116167007,249177.0995106036,0.15413427450690637,0.640426058070235,0.7160760507688269,-14.290582381729198,0.10627945543580217,111.6253278955954,0.47674063006624506,0.030029670081800474,0
1,1939,0.9274664340978122,0.3527904442508921,221602.065,0.15770150361855587,0.4622239687665074,0.7368353979243003,-13.900570000000004,0.18000426467095573,113.174592,0.6350176604107588,0.06479474443838372,0
1,1940,0.8452044024020728,0.3858636769528763,182227.9445,0.21726167196895466,0.5315048310692224,1.0,-13.684048000000017,0.43968751111094617,108.44933449999992,0.8346829845021473,0.012119273370552276,7
1,1941,0.9099615720724444,0.23714897301873183,201904.575,0.12176392722288842,0.7581051958562391,0.3482265426452817,-15.755536458333326,0.09586433473709922,107.91512291666668,0.3520738839871901,0.018681311220413926,7
1,1942,0.8523277229840185,0.18023773102358448,222361.16825208085,0.10158004924396528,0.6659996714575684,0.46334923422841323,-15.02903210463735,0.07842997658624619,106.00839774078482,0.344875599486833,0.015139051522511894,7
1,1943,0.9194066878550038,0.1461636181136565,240119.9098591549,0.15204239021169635,0.6960971620604816,0.7379732650473578,-13.60212535211268,0.12842113463660804,106.1967915492958,0.4083275242662541,0.01598454938575429,5
1,1944,0.926005624439769,0.30787066292228016,245555.58643617015,0.09601260657531836,0.7657827673603441,0.7333973314343963,-14.58205585106382,0.2816606656732009,105.96392952127655,0.5674033660473237,0.04687002107070451,10
1,1945,0.6594071545424456,0.37599078073707226,196161.557,0.03819222046609993,0.4590608127704669,0.36042924299116846,-16.9814715,0.5806249589603458,108.32407049999986,0.39393520734990967,0.030494259123514462,0
1,1946,0.9425557596153978,0.0,267677.82308584685,0.030020287797753332,0.8309389498502705,0.4418642034651412,-16.921774361948952,0.08824520554451665,103.1645551044084,0.06655149212013653,0.02327806557142269,7
1,1947,0.9345043904640026,0.20425186772231338,233137.38424242425,0.11734884610782187,0.5858889408649244,0.5775588793772315,-14.377607878787892,0.11672748082510896,108.991026060606,0.4531872084086308,0.022650644607101658,7
1,1948,0.9455320469203058,0.1756969796895429,199194.87421052632,0.07284689683131722,0.5998479892712792,0.5344257386462522,-15.505407368421029,0.2614205168674029,108.05836105263155,0.2911957232509598,0.021293227592124882,0
1,1949,0.9258436473958296,0.09967124843491347,223199.3275,0.08054960432490908,0.4977416850387042,0.42142531930638366,-15.525844999999984,0.12223500850049249,108.87313549999992,0.1796520978541711,0.05832932947641373,0
1,1950,0.8536835362695,0.3225178001251867,215073.1255,0.22396935183623617,0.40441363508729133,0.5059000771530089,-13.863834499999962,0.23668359692707416,111.74972499999988,0.6059204868313725,0.04708012173379375,7
1,1951,0.9187938730580852,0.17250307088651437,213154.641,0.09859624525003072,0.516626949341959,0.5144415719555476,-15.812066000000032,0.13474242692074262,109.62587199999994,0.21807719546320123,0.04620475676269568,0
1,1952,0.8810974010660716,0.1529386334886901,229434.727,0.09640211447709622,0.4812045023182605,0.6729118520229161,-15.95886600000001,0.2001880996644999,108.23228049999986,0.22436207542703612,0.0490996040793972,0
1,1953,0.9034778497742867,0.08252925203808399,217455.5682051282,0.12293234805761422,0.5341116385572088,0.5557061828970843,-15.499134871794872,0.09296811074702413,110.02556666666672,0.1751603457412402,0.05165836322568388,0
1,1954,0.8686004371515739,0.18384691802986142,224029.368,0.11902916391769802,0.49717293663988266,0.5151064318989659,-15.408004500000024,0.12636562848343919,108.71309249999992,0.25673242769263704,0.12049559970457165,0
1,1955,0.8356537484826667,0.2646210136048741,222137.44600000005,0.18392365040211398,0.35418345108968313,0.5525909747796836,-13.842262000000035,0.09176590253249843,111.02127950000023,0.3273180034081203,0.15362893172464345,5
1,1956,0.8120983714706702,0.2634836841157357,211846.9215,0.20432079674691983,0.3933803393028993,0.1439946479505895,-14.175195500000006,0.029970244470574926,112.20603900000012,0.4539273823377623,0.24025167066286596,0
1,1957,0.7713610588129955,0.3197458719978875,241604.8241025641,0.18430942869927472,0.31511956693156273,0.14911969191022575,-14.124848717948735,0.034598884507290026,112.75229487179486,0.4630241304138749,0.3062426912123354,5
1,1958,0.7536002976030054,0.23549719077242648,214146.9005,0.21283573868485184,0.2916295444424503,0.3899531961493167,-14.16517100000002,0.017919843361198586,113.32612349999994,0.4160877303253266,0.29357982613897227,0
1,1959,0.7533053167384772,0.2430132174112418,216292.8369230769,0.217475905189005,0.30384743546910103,0.2439663584693976,-14.460136923076943,0.04258518713922858,112.11770153846165,0.34841563789718855,0.31685890336744293,0
1,1960,0.7368630151813562,0.2570724900672728,210209.68378378372,0.2811020428127352,0.2832468488696898,0.41105016403412276,-13.814102702702725,0.03784310707380135,112.56167891891872,0.5084586532753725,0.3016621136684683,0
1,1961,0.7162919820992442,0.26833566368314377,232186.61421052628,0.27770312128942787,0.439123615387417,0.4219887966850504,-14.171330526315783,0.02353706777955611,111.80895789473686,0.469497635077466,0.29881544626850853,0
1,1962,0.6741524020655263,0.2826960716063771,209294.4131578948,0.3441696433566819,0.27434824184727874,0.3488089183305046,-13.177364210526294,0.019599449125647185,114.84100473684197,0.5923562666207405,0.33765319960300766,0
1,1963,0.6769760057631268,0.2412429132736949,200510.5485,0.33219949601802873,0.299043336037594,0.36809833725618873,-13.670647000000017,0.006663042038794097,114.32458749999984,0.5703287349384927,0.38999283120131795,0
1,1964,0.6384608349738942,0.32224441857665737,195536.4117948718,0.39358214421954,0.25334485267257917,0.508757243399162,-13.048075897435869,0.039682398813852264,115.0814892307692,0.6256488448972757,0.4020563685706724,0
1,1965,0.5251016004807851,0.3196357422083908,196342.08615384612,0.5087889054631272,0.1804101208088381,0.47336864391293404,-11.888213333333338,0.0191835280660627,116.83544666666688,0.7089482460570001,0.4204693537477061,0
1,1966,0.41051347460262033,0.3324560559769256,216095.113,0.5788165912153151,0.17467892495524615,0.5177340626871265,-11.356919500000007,0.015571817698259105,116.33542399999996,0.7061137868807562,0.43216392261597253,2
1,1967,0.41697775153259226,0.28098747690702036,198987.5182591296,0.5041386844887829,0.18143768580235092,0.23431661517138663,-11.708829414707358,0.0,116.6800225112558,0.602903581409777,0.47683971421505855,0
1,1968,0.3687197276143097,0.31086439250831366,214980.984,0.5255510432023781,0.17052378470451743,0.5099940500281485,-12.043861999999995,0.02243150010953927,115.83259149999996,0.6563565370735528,0.47789790303579816,0
1,1969,0.3082304610503676,0.2645010678993566,242545.9405,0.5902482542956725,0.2530881976253738,0.4016865401390587,-12.062166000000008,0.013328577145802436,117.02432850000014,0.6168051511385491,0.5022315135043052,2
1,1970,0.3233256135806359,0.32989553837113167,242852.1515,0.6071486613569332,0.19668580409887382,0.45699141533858634,-11.772557999999997,0.005858668890895941,117.1116105,0.6777411242033411,0.5260429764461922,2
1,1971,0.32100856620867085,0.3225923172925334,260511.7935,0.608685509992288,0.19217669500334586,0.4845844066375239,-12.079936000000007,0.02341561827920821,118.27224749999992,0.6877195433403164,0.5268569122965114,2
1,1972,0.32330634710794115,0.3826571044841225,245914.2285,0.6259172700653944,0.17424444631757605,0.40157234066642616,-11.773563499999996,0.013093264262411955,119.412852,0.7607680341797505,0.5274328103038128,2
1,1973,0.2647093186706578,0.36272600671105165,257002.7905,0.6926333275496028,0.14735708053380717,0.343375455077709,-11.260197000000012,0.019794294758577743,120.14631649999998,0.7482083801330913,0.5572720057221208,0
1,1974,0.30602373693120566,0.36233205330101254,252555.79100000003,0.6474386487126603,0.17686355697123415,0.42651267115580266,-11.816489000000018,0.01864574108003352,119.41645299999983,0.7100865538916693,0.49305553858797,2
1,1975,0.2879357248371995,0.38265189726038373,254969.3715,0.6653455981893903,0.16795019510914805,0.49007849633469247,-11.48593899999998,0.027217027033006914,118.6840155000002,0.6683871803694105,0.5324546409274806,2
1,1976,0.19058070153285203,0.4141268713922917,267676.967,0.7299990488629501,0.18618219110539697,0.8404033689696525,-11.114236999999996,0.030962754521386256,120.52205800000002,0.7081837677979775,0.5481651385666619,2
1,1977,0.16073175812882823,0.42691581290391456,257121.848,0.7436003592520851,0.19695826463736174,0.5711413493893146,-11.077354499999998,0.026663843300390424,122.18543050000022,0.7240533870840211,0.548341747288901,9
1,1978,0.14681726827436836,0.45367340144398166,249051.887,0.746008197469578,0.14859705894839786,0.517503056447956,-10.891867999999995,0.030979651687470914,120.37794350000006,0.7391332701478707,0.5490251462575653,2
1,1979,0.10233444453703985,0.5300605007956416,252860.2265,0.8084437746780365,0.17578521959864057,0.4692383962257992,-10.977513500000004,0.04527125208091742,122.45681650000012,0.8110272200765304,0.5533405419922768,0
1,1980,0.0875543242749198,0.5088978370563619,252835.53333333327,0.8227203712814565,0.1987802760775341,0.36819014074279377,-10.700942051282045,0.023021461566581164,122.98500102564113,0.7691010568220841,0.5538729277056931,0
1,1981,0.10943307833984596,0.4587373367538551,250904.205,0.8261083587531517,0.2307740369970005,0.5908092101626642,-10.924404499999977,0.01999898861617742,123.16939500000014,0.7159847864202777,0.5468981629505989,9
1,1982,0.09378131903262417,0.5380117518910238,248357.306,0.8082468148009153,0.14795171112415328,0.339537518463138,-10.9331225,0.03800082110884673,120.91860749999992,0.7282443336701188,0.5544923380068796,2
1,1983,0.10078013451788206,0.4711075456527971,251123.6985,0.8304189975241075,0.22824907817342938,0.31779998779532254,-11.200171000000024,0.04034363019702213,121.070629,0.6778975946480764,0.5548148408909683,9
1,1984,0.09126278140474073,0.41608927650545774,251845.2565,0.8086104167201129,0.22782899522743286,0.30511550299239726,-11.523238499999987,0.023058169504053348,121.37666200000017,0.6058818439058078,0.5779505835042885,9
1,1985,0.10319439213257162,0.5070664781053367,252276.258,0.8306094561244988,0.17222476755109498,0.32076187366091374,-11.360688499999991,0.02124370871646387,121.9793035000001,0.6549599064971635,0.5662560146360222,9
1,1986,0.0877229829655673,0.45424368222350514,254708.4055,0.8589722018243882,0.16550703687488622,0.45293081582531247,-11.10399500000002,0.03564893971673318,120.49930200000016,0.6034551103745933,0.574925199305932,9
1,1987,0.12351706297044951,0.4545522850466849,247543.3230769231,0.7848632479418765,0.15141544104606133,0.35008509193056797,-11.623467179487175,0.019712396861009646,120.84570717948708,0.5700605533416031,0.6072926361983451,7
1,1988,0.13744760314879664,0.45254158765249447,257442.5897435897,0.7971876938794604,0.17833067082487386,0.40942121787360625,-11.519821025641036,0.03856068985003773,120.0244256410258,0.5877617919419937,0.6059931740280239,7
1,1989,0.1257888275777591,0.47684680401424206,254203.5935,0.7937415821327694,0.1712412393556775,0.3194451902435518,-11.38413000000001,0.03366017728973614,120.5790015000003,0.5942579886043684,0.5995736340184303,7
1,1990,0.15207040191891213,0.43400823120065324,256451.4035,0.7674558260388243,0.19360663054178925,0.2347675849318355,-11.32747949999998,0.03458112954323689,120.06273350000023,0.5175837786842606,0.6241913541705393,7
1,1991,0.1519294805327849,0.5077199271339161,245912.00615384613,0.7417313452936458,0.17461946227121683,0.21044698814537594,-10.955768717948724,0.049904908054906015,119.36257435897409,0.59539136475748,0.6375582914743674,7
1,1992,0.1358302324173126,0.5049923870208531,246506.46,0.7912466578308756,0.1491434143055511,0.331598308550524,-10.575404499999976,0.05435194790000649,122.5862185000002,0.6321111779474154,0.658107907480541,7
1,1993,0.1200222521945763,0.558189743893267,251667.9675,0.7483952244259652,0.17497611630410217,0.2761854913837107,-10.882701000000026,0.06180994875599423,120.36493599999991,0.6196995554900433,0.6581616579612225,7
1,1994,0.1162060658215647,0.49696643919869266,250992.254,0.7826116622890544,0.16894736632351626,0.24732639816898364,-10.282273000000004,0.061126804269467316,118.44516999999986,0.5180138086930556,0.6898590842830896,7
1,1995,0.11119371029012967,0.5192885504667726,246624.0915,0.7822039738838179,0.18908273673968762,0.343364504443354,-10.119450000000008,0.07860255653753406,119.28197799999988,0.5306634771978047,0.6858585127923694,0
1,1996,0.10919428389751613,0.6226603810493427,248180.983,0.798009146383982,0.13917168627721238,0.31533713798137786,-9.44381849999999,0.08387175066469371,117.70835699999998,0.6383522389785325,0.6874403126524239,7
1,1997,0.1168541684394418,0.5830971519697886,245749.2815,0.8246647821759725,0.15621915445527199,0.31317308404788924,-9.200875500000018,0.0893795463854211,118.1823160000002,0.5950301438777178,0.6978525486244325,7
1,1998,0.09635232300718799,0.616846425961104,248542.6075,0.8383802282238365,0.16795676938490162,0.26365640129696793,-8.971167999999997,0.09669409143539004,118.54010800000005,0.5569441827719407,0.7026516986852772,7
1,1999,0.06955820800131327,0.6022887127016362,245177.7452588416,0.9066011022970651,0.1374299089089039,0.39482567731390594,-8.266409533572531,0.10276374811034202,119.50949051768336,0.6228092550687762,0.7235964037283892,0
1,2000,0.09343481849616557,0.6337479862239493,242724.6426380368,0.8810438987437342,0.14998838914210483,0.3049052815243254,-8.247765848670758,0.09096576892417824,118.9993231083843,0.6334373445122549,0.7147770251305385,7
1,2001,0.09009523955249969,0.6064542631010671,240307.79600997505,0.8843630002351629,0.16068355747009366,0.19372602477377354,-8.305095261845384,0.09091331976101517,117.76539900249378,0.5701587525919413,0.7465063271540938,7
1,2002,0.08441552991294225,0.5807501305374309,239503.283,0.9145094105248738,0.12678154450736467,0.2655367816545999,-7.686639500000013,0.07985714276835304,119.23973849999992,0.573386765180903,0.7450531493028524,7
1,2003,0.04919995003998649,0.5793244502754288,244670.5752302968,0.9543875624249456,0.11793871568359823,0.2975033000403028,-7.485545035823955,0.101671819807152,120.9146218014328,0.5315690637752338,0.7446063656246393,7
1,2004,0.0816345826207678,0.5502970874451832,237378.7080366226,0.9305450117958108,0.10889040500204594,0.3519762969819048,-7.601655137334684,0.10238188113556711,121.29034587995956,0.5104167482143217,0.7545384726476059,7
1,2005,0.04824797212251235,0.566817266482391,237229.5882051282,0.9397056097944837,0.13057760764213033,0.2255974782563919,-7.46615897435897,0.10032900596518841,121.61796666666648,0.5386952390118166,0.7803416196435807,0
1,2006,0.0808635943676959,0.5522714785830045,234042.91435897435,0.9336227758945643,0.10847902593451021,0.20690481225374371,-7.265500512820514,0.08334809553672154,121.79861538461536,0.4947336707062148,0.7858781160419789,7
1,2007,0.04598244994971734,0.5349770500343903,241049.96256410252,0.9715656922008791,0.10008703803672404,0.28864120286070044,-7.044535897435892,0.07994726098747013,124.0875164102562,0.48336069013529864,0.78222387090847,7
1,2008,0.039399237668202254,0.5916405501431796,240107.31560102303,0.9782264067190432,0.08364486524660693,0.3126788104752631,-6.8438040920716166,0.06409122105623778,123.5099335038364,0.5211528610304914,0.7753788484324945,0
1,2009,0.05654918406859255,0.5377638059565651,238140.0132653061,0.976723619528788,0.10524301667727567,0.3838150622918279,-7.0460147959183645,0.08246589765188901,123.4638076530612,0.4495202313422572,0.7878280325602639,0
1,2010,0.030640212536991198,0.567563440641279,242811.8045634921,1.0,0.11781718134355491,0.32591591843277273,-6.9099042658730125,0.07242669453542626,123.5702152777779,0.49778168345706414,0.8076288251196927,0
1,2011,0.07170254968532869,0.49709942330532003,236998.787307883,0.9293482710841168,0.15459558248994837,0.36354626271429763,-7.574986117997006,0.0870507452808654,121.48399702528488,0.32745224707072584,0.8164934846014097,2
1,2012,0.04042428963285937,0.5617942233108715,245807.45758354763,0.9468029840022935,0.12175288368662479,0.22196168066403094,-7.260549614395888,0.07403922817892794,121.78173624678668,0.2931881526070916,0.8064747888359141,7
1,2013,0.05057008662871812,0.5627501094806027,242267.66143724692,0.9236415789847766,0.14503068703052815,0.32518770121417734,-7.472039473684207,0.10149750585690513,120.80682945344118,0.26517179063773855,0.827852920276169,1
1,2014,0.03956200465227058,0.6302632178743063,233728.3147132169,0.930392000643089,0.10647678605573496,0.24374393474352488,-7.06743990024938,0.0792968114855584,122.30526284289296,0.2943828315322105,0.8508285995989096,0
1,2015,0.04580915794150157,0.6440044780779163,230029.0466058764,0.8845291976776503,0.15992799094882548,0.2128197357263881,-7.625639311043569,0.1081437472357762,120.11541134751768,0.1855553191328717,0.8686041255617821,7
1,2016,0.08649818740091231,0.6670898249160203,221396.510294936,0.8123323350902659,0.13728175715368207,0.1326554670201938,-8.061056204785759,0.12523159036498177,118.65262993878692,0.18356406638277464,0.9138556087713595,0
1,2017,0.08909425371969641,0.7102366122085925,211115.6967871486,0.8071950270102244,0.14277633073453763,0.24260720040606182,-8.31262951807228,0.1393462718491137,117.20273995983936,0.13062520020154203,0.9693931310106993,1
1,2018,0.06423001720687313,0.8944051895699808,206001.0071326676,0.832549269986314,0.0669377283901838,0.08213279310362852,-7.168785068949124,0.17708493045791635,121.9223076557296,0.24119165783938842,0.9698951489032737,1
1,2019,0.07859104843878312,0.8272989225402709,201024.78809645973,0.8131106826085969,0.10837072564361347,0.04344976822582583,-7.722191893278596,0.16317662774173775,120.23564443304272,0.27950531045949545,1.0,1
1,2020,0.0,1.0,193728.39753694585,0.8933242589327729,0.0,0.10518005895019823,-6.595066995073878,0.2093100621764393,124.28312857142863,0.42799463145511435,0.9853403799595142,1
